,cibil_score,loan_amount,loan_id,commercial_assets_value,loan_term,bank_asset_value,residential_assets_value,income_annum,no_of_dependents,self_employed
653,478.0,83.0,246.0,59.0,3.0,52.0,55.0,34.0,3.0,1.0
654,3.0,173.0,910.0,96.0,3.0,69.0,64.0,48.0,3.0,0.0
655,463.0,198.0,1318.0,118.0,5.0,58.0,157.0,61.0,5.0,0.0
656,472.0,79.0,849.0,0.0,3.0,11.0,21.0,21.0,1.0,0.0
657,519.0,133.0,1071.0,34.0,1.0,31.0,88.0,40.0,0.0,1.0
658,512.0,62.0,111.0,6.0,8.0,32.0,84.0,27.0,3.0,0.0
659,284.0,51.0,1809.0,4.0,3.0,8.0,42.0,12.0,0.0,0.0
660,157.0,144.0,1287.0,97.0,8.0,35.0,155.0,58.0,5.0,1.0
661,19.0,132.0,3.0,83.0,4.0,51.0,69.0,46.0,0.0,1.0
662,321.0,201.0,1207.0,31.0,0.0,29.0,31.0,55.0,2.0,0.0
663,398.0,302.0,339.0,45.0,2.0,93.0,203.0,85.0,1.0,1.0
664,340.0,221.0,1753.0,99.0,2.0,89.0,123.0,68.0,2.0,0.0
665,240.0,273.0,1216.0,70.0,7.0,94.0,214.0,89.0,5.0,0.0
666,227.0,67.0,1663.0,16.0,1.0,40.0,32.0,32.0,1.0,1.0
667,180.0,284.0,1521.0,30.0,1.0,68.0,166.0,80.0,5.0,1.0
668,432.0,103.0,626.0,6.0,6.0,45.0,4.0,31.0,1.0,1.0
669,295.0,175.0,2061.0,168.0,9.0,129.0,34.0,87.0,2.0,0.0
670,229.0,266.0,135.0,17.0,4.0,48.0,45.0,92.0,0.0,1.0
671,125.0,42.0,624.0,12.0,8.0,11.0,46.0,13.0,2.0,0.0
672,337.0,284.0,2055.0,18.0,6.0,110.0,19.0,76.0,2.0,1.0
673,357.0,152.0,131.0,16.0,2.0,40.0,29.0,39.0,3.0,1.0
674,121.0,111.0,514.0,42.0,4.0,15.0,19.0,28.0,3.0,1.0
675,71.0,292.0,1863.0,55.0,1.0,100.0,112.0,96.0,4.0,1.0
676,483.0,30.0,1933.0,8.0,3.0,16.0,15.0,11.0,3.0,0.0
677,430.0,213.0,981.0,37.0,1.0,99.0,219.0,79.0,3.0,0.0
678,138.0,109.0,267.0,41.0,2.0,45.0,123.0,39.0,2.0,1.0
679,247.0,128.0,1293.0,25.0,0.0,38.0,61.0,31.0,3.0,0.0
680,504.0,22.0,668.0,10.0,6.0,9.0,17.0,5.0,3.0,0.0
681,47.0,142.0,1582.0,123.0,4.0,57.0,39.0,61.0,4.0,1.0
682,16.0,249.0,1532.0,8.0,3.0,90.0,11.0,73.0,3.0,0.0
683,534.0,175.0,832.0,109.0,2.0,78.0,30.0,59.0,5.0,0.0
684,492.0,103.0,1001.0,36.0,9.0,25.0,98.0,42.0,5.0,1.0
685,418.0,237.0,452.0,156.0,9.0,74.0,187.0,77.0,0.0,1.0
686,347.0,281.0,296.0,91.0,6.0,125.0,174.0,91.0,1.0,0.0
687,561.0,248.0,1958.0,114.0,6.0,107.0,206.0,73.0,0.0,0.0
688,278.0,188.0,523.0,88.0,2.0,124.0,177.0,86.0,4.0,0.0
689,532.0,115.0,222.0,22.0,2.0,23.0,83.0,28.0,5.0,0.0
690,533.0,115.0,1333.0,32.0,7.0,23.0,56.0,30.0,1.0,1.0
691,150.0,166.0,1457.0,25.0,8.0,56.0,28.0,43.0,5.0,0.0
692,43.0,105.0,1248.0,50.0,4.0,63.0,124.0,48.0,5.0,0.0
693,434.0,81.0,1710.0,41.0,2.0,20.0,13.0,25.0,0.0,1.0
694,236.0,295.0,1675.0,127.0,5.0,126.0,214.0,85.0,1.0,1.0
695,206.0,103.0,178.0,40.0,9.0,70.0,85.0,45.0,0.0,1.0
696,448.0,5.0,739.0,5.0,0.0,3.0,2.0,2.0,5.0,1.0
697,392.0,137.0,1992.0,31.0,1.0,76.0,91.0,68.0,0.0,1.0
698,399.0,279.0,1424.0,55.0,2.0,79.0,212.0,87.0,1.0,0.0
699,351.0,108.0,1092.0,37.0,0.0,45.0,66.0,31.0,3.0,0.0
700,239.0,179.0,1510.0,79.0,7.0,40.0,147.0,51.0,5.0,1.0
701,352.0,262.0,429.0,4.0,2.0,53.0,11.0,90.0,4.0,1.0
702,424.0,176.0,1224.0,55.0,9.0,49.0,92.0,73.0,2.0,1.0
703,460.0,263.0,675.0,126.0,9.0,117.0,103.0,92.0,5.0,1.0
704,571.0,174.0,956.0,49.0,7.0,67.0,14.0,45.0,0.0,1.0
705,372.0,26.0,102.0,11.0,3.0,7.0,23.0,6.0,1.0,0.0
706,103.0,199.0,1107.0,49.0,3.0,71.0,70.0,65.0,5.0,1.0
707,560.0,92.0,1175.0,66.0,8.0,41.0,119.0,45.0,4.0,1.0
708,73.0,277.0,94.0,50.0,3.0,52.0,214.0,72.0,2.0,1.0
709,100.0,185.0,1484.0,47.0,6.0,100.0,205.0,74.0,1.0,1.0
710,484.0,64.0,324.0,37.0,6.0,42.0,39.0,27.0,5.0,0.0
711,551.0,298.0,258.0,158.0,2.0,76.0,204.0,96.0,5.0,1.0
712,150.0,65.0,1378.0,26.0,4.0,27.0,48.0,25.0,4.0,1.0
713,332.0,7.0,1152.0,2.0,3.0,2.0,8.0,1.0,3.0,1.0
714,395.0,21.0,823.0,1.0,6.0,7.0,1.0,5.0,4.0,1.0
715,384.0,185.0,1870.0,53.0,4.0,41.0,65.0,49.0,4.0,0.0
716,156.0,65.0,631.0,20.0,2.0,17.0,46.0,25.0,5.0,1.0
717,387.0,0.0,1341.0,3.0,5.0,1.0,7.0,0.0,1.0,0.0
718,385.0,221.0,1580.0,39.0,6.0,94.0,82.0,73.0,2.0,0.0
719,144.0,203.0,1506.0,106.0,7.0,54.0,109.0,84.0,4.0,1.0
720,63.0,32.0,1879.0,22.0,7.0,16.0,27.0,12.0,3.0,0.0
721,322.0,346.0,1054.0,55.0,2.0,75.0,36.0,95.0,3.0,1.0
722,247.0,207.0,1102.0,66.0,9.0,56.0,170.0,68.0,1.0,0.0
723,198.0,165.0,1882.0,27.0,0.0,44.0,65.0,49.0,2.0,1.0
724,387.0,145.0,45.0,78.0,7.0,63.0,144.0,55.0,4.0,0.0
725,542.0,16.0,1086.0,5.0,0.0,3.0,12.0,3.0,0.0,0.0
726,323.0,296.0,1965.0,66.0,2.0,62.0,228.0,90.0,4.0,1.0
727,326.0,206.0,238.0,140.0,2.0,72.0,157.0,72.0,0.0,0.0
728,406.0,175.0,318.0,26.0,9.0,45.0,127.0,44.0,3.0,0.0
729,492.0,162.0,1048.0,44.0,4.0,28.0,36.0,42.0,5.0,1.0
730,379.0,187.0,1460.0,115.0,6.0,90.0,231.0,91.0,1.0,1.0
731,500.0,286.0,859.0,95.0,9.0,91.0,125.0,73.0,2.0,0.0
732,442.0,204.0,562.0,8.0,3.0,36.0,20.0,52.0,1.0,1.0
733,408.0,123.0,1155.0,73.0,1.0,38.0,119.0,47.0,1.0,1.0
734,278.0,184.0,1611.0,30.0,9.0,60.0,142.0,56.0,1.0,0.0
735,478.0,230.0,783.0,97.0,5.0,95.0,7.0,63.0,5.0,0.0
736,556.0,21.0,1944.0,12.0,7.0,9.0,25.0,6.0,1.0,0.0
737,251.0,201.0,447.0,132.0,4.0,106.0,1.0,70.0,3.0,1.0
738,350.0,76.0,611.0,18.0,2.0,24.0,35.0,20.0,2.0,1.0
739,358.0,284.0,538.0,45.0,4.0,109.0,229.0,80.0,3.0,1.0
740,275.0,186.0,1356.0,30.0,0.0,93.0,94.0,75.0,3.0,1.0
741,220.0,128.0,437.0,45.0,9.0,40.0,10.0,32.0,5.0,0.0
742,103.0,122.0,1560.0,2.0,2.0,68.0,109.0,44.0,4.0,0.0
743,228.0,91.0,738.0,56.0,7.0,32.0,32.0,32.0,5.0,1.0
744,355.0,207.0,1382.0,96.0,2.0,113.0,37.0,83.0,0.0,0.0
745,482.0,235.0,541.0,155.0,4.0,88.0,55.0,79.0,0.0,1.0
746,34.0,111.0,1550.0,40.0,2.0,25.0,17.0,48.0,4.0,0.0
747,359.0,24.0,247.0,10.0,9.0,5.0,2.0,5.0,1.0,1.0
748,277.0,216.0,914.0,122.0,0.0,81.0,69.0,73.0,4.0,0.0
749,406.0,338.0,2065.0,102.0,1.0,114.0,12.0,90.0,3.0,1.0
750,118.0,74.0,1638.0,75.0,4.0,21.0,98.0,37.0,2.0,1.0
751,118.0,85.0,473.0,15.0,8.0,14.0,33.0,22.0,2.0,0.0
752,582.0,316.0,1428.0,118.0,2.0,86.0,240.0,92.0,4.0,0.0
753,394.0,61.0,1768.0,34.0,9.0,19.0,10.0,17.0,0.0,1.0
754,25.0,210.0,1174.0,107.0,4.0,45.0,222.0,76.0,1.0,0.0
755,282.0,178.0,1494.0,109.0,1.0,86.0,55.0,61.0,5.0,0.0
756,577.0,117.0,1232.0,47.0,6.0,52.0,61.0,37.0,4.0,1.0
757,341.0,309.0,923.0,164.0,5.0,114.0,177.0,93.0,2.0,0.0
758,55.0,104.0,806.0,19.0,7.0,38.0,93.0,29.0,2.0,1.0
759,338.0,110.0,964.0,60.0,2.0,44.0,52.0,31.0,2.0,1.0
760,69.0,49.0,449.0,31.0,0.0,14.0,62.0,22.0,1.0,0.0
761,297.0,231.0,642.0,108.0,3.0,92.0,101.0,60.0,2.0,0.0
762,171.0,260.0,630.0,66.0,5.0,90.0,213.0,78.0,3.0,1.0
763,206.0,217.0,1761.0,91.0,4.0,39.0,62.0,67.0,4.0,1.0
764,275.0,84.0,1697.0,8.0,2.0,25.0,61.0,40.0,5.0,1.0
765,353.0,20.0,1963.0,5.0,3.0,10.0,8.0,5.0,2.0,0.0
766,62.0,120.0,1988.0,42.0,2.0,44.0,60.0,35.0,4.0,0.0
767,185.0,26.0,1238.0,16.0,5.0,13.0,7.0,12.0,2.0,0.0
768,160.0,173.0,210.0,52.0,9.0,52.0,63.0,48.0,2.0,1.0
769,119.0,54.0,657.0,11.0,5.0,9.0,35.0,15.0,0.0,0.0
770,154.0,44.0,1632.0,13.0,0.0,12.0,41.0,19.0,0.0,0.0
771,361.0,158.0,1041.0,36.0,7.0,58.0,106.0,43.0,3.0,0.0
772,148.0,254.0,1531.0,146.0,5.0,57.0,231.0,81.0,3.0,0.0
773,242.0,330.0,586.0,89.0,1.0,124.0,21.0,88.0,0.0,1.0
774,138.0,198.0,1220.0,73.0,6.0,65.0,118.0,55.0,1.0,1.0
775,498.0,27.0,1630.0,5.0,4.0,8.0,30.0,8.0,1.0,1.0
776,294.0,210.0,1866.0,77.0,6.0,110.0,35.0,88.0,5.0,0.0
777,298.0,198.0,1926.0,8.0,7.0,87.0,63.0,96.0,0.0,0.0
778,71.0,256.0,269.0,143.0,6.0,76.0,110.0,77.0,4.0,1.0
779,564.0,38.0,1082.0,18.0,6.0,21.0,38.0,12.0,5.0,0.0
780,298.0,299.0,888.0,11.0,5.0,116.0,10.0,79.0,3.0,0.0
781,429.0,285.0,619.0,81.0,3.0,88.0,216.0,74.0,4.0,0.0
782,322.0,21.0,646.0,3.0,8.0,9.0,7.0,4.0,5.0,0.0
783,363.0,276.0,1363.0,12.0,4.0,89.0,138.0,71.0,0.0,1.0
784,37.0,70.0,217.0,1.0,8.0,53.0,94.0,35.0,5.0,0.0
785,321.0,78.0,652.0,29.0,2.0,23.0,52.0,22.0,3.0,0.0
786,60.0,151.0,924.0,53.0,3.0,56.0,100.0,40.0,3.0,1.0
787,312.0,135.0,843.0,8.0,4.0,53.0,41.0,35.0,3.0,1.0
788,323.0,105.0,1930.0,15.0,6.0,42.0,70.0,33.0,1.0,1.0
789,152.0,236.0,2089.0,124.0,8.0,73.0,13.0,63.0,2.0,0.0
790,504.0,75.0,117.0,43.0,1.0,15.0,32.0,24.0,2.0,0.0
791,558.0,321.0,1492.0,97.0,6.0,66.0,40.0,90.0,2.0,1.0
792,357.0,61.0,577.0,39.0,9.0,29.0,64.0,20.0,3.0,0.0
793,522.0,63.0,1462.0,42.0,9.0,43.0,41.0,29.0,1.0,0.0
794,530.0,210.0,1564.0,56.0,8.0,66.0,175.0,67.0,0.0,1.0
795,424.0,322.0,1283.0,59.0,9.0,103.0,29.0,88.0,0.0,1.0
796,67.0,260.0,291.0,70.0,4.0,121.0,230.0,87.0,4.0,1.0
797,405.0,18.0,1874.0,10.0,2.0,11.0,23.0,8.0,1.0,0.0
798,405.0,253.0,442.0,25.0,4.0,86.0,240.0,86.0,0.0,1.0
799,341.0,15.0,1561.0,1.0,4.0,3.0,14.0,5.0,5.0,0.0
800,201.0,236.0,2081.0,102.0,0.0,80.0,6.0,63.0,5.0,1.0
801,42.0,45.0,1294.0,17.0,2.0,13.0,30.0,10.0,1.0,1.0
802,46.0,43.0,1410.0,0.0,1.0,14.0,55.0,19.0,2.0,1.0
803,248.0,212.0,237.0,15.0,6.0,75.0,44.0,52.0,4.0,1.0
804,268.0,289.0,46.0,56.0,5.0,90.0,177.0,83.0,2.0,0.0
805,526.0,105.0,433.0,26.0,0.0,41.0,8.0,26.0,4.0,0.0
806,453.0,178.0,59.0,163.0,5.0,116.0,7.0,88.0,4.0,1.0
807,77.0,172.0,306.0,4.0,1.0,62.0,24.0,70.0,5.0,0.0
808,20.0,24.0,1773.0,25.0,7.0,20.0,10.0,12.0,5.0,1.0
809,416.0,200.0,1436.0,131.0,8.0,90.0,117.0,68.0,1.0,1.0
810,386.0,241.0,1376.0,67.0,6.0,63.0,240.0,93.0,1.0,1.0
811,288.0,244.0,342.0,14.0,2.0,58.0,89.0,70.0,1.0,0.0
812,458.0,241.0,999.0,24.0,6.0,139.0,145.0,93.0,0.0,0.0
813,202.0,212.0,576.0,168.0,6.0,129.0,167.0,88.0,4.0,1.0
814,106.0,46.0,1263.0,24.0,5.0,32.0,34.0,21.0,0.0,1.0
815,157.0,58.0,1517.0,33.0,0.0,25.0,22.0,17.0,4.0,0.0
816,53.0,173.0,1823.0,7.0,0.0,68.0,11.0,81.0,2.0,1.0
817,86.0,85.0,510.0,14.0,6.0,36.0,74.0,23.0,0.0,1.0
818,395.0,13.0,1398.0,9.0,9.0,7.0,7.0,5.0,3.0,0.0
819,475.0,61.0,1368.0,3.0,1.0,11.0,11.0,14.0,2.0,1.0
820,419.0,306.0,1772.0,24.0,5.0,94.0,124.0,86.0,2.0,1.0
821,87.0,108.0,702.0,31.0,3.0,34.0,9.0,39.0,2.0,0.0
822,574.0,159.0,1936.0,96.0,5.0,39.0,106.0,50.0,2.0,0.0
823,296.0,53.0,946.0,24.0,8.0,18.0,21.0,13.0,0.0,0.0
824,233.0,50.0,253.0,28.0,4.0,17.0,24.0,23.0,4.0,1.0
825,334.0,172.0,1995.0,89.0,9.0,51.0,238.0,81.0,0.0,1.0
826,489.0,29.0,1909.0,17.0,4.0,8.0,17.0,7.0,5.0,0.0
827,514.0,164.0,80.0,13.0,8.0,59.0,56.0,53.0,0.0,1.0
828,539.0,32.0,1875.0,24.0,4.0,17.0,51.0,15.0,2.0,1.0
829,349.0,151.0,1146.0,75.0,3.0,32.0,13.0,50.0,2.0,0.0
830,514.0,196.0,1751.0,105.0,4.0,84.0,76.0,85.0,2.0,1.0
831,448.0,200.0,982.0,116.0,6.0,109.0,240.0,91.0,0.0,0.0
832,340.0,131.0,791.0,16.0,7.0,39.0,69.0,49.0,0.0,0.0
833,171.0,198.0,331.0,100.0,2.0,55.0,140.0,58.0,1.0,0.0
834,539.0,29.0,373.0,8.0,4.0,12.0,27.0,8.0,0.0,1.0
835,451.0,298.0,468.0,37.0,5.0,42.0,128.0,83.0,3.0,1.0
836,389.0,178.0,231.0,21.0,2.0,94.0,65.0,86.0,3.0,0.0
837,352.0,206.0,1112.0,70.0,1.0,41.0,103.0,59.0,4.0,0.0
838,85.0,40.0,7.0,14.0,4.0,16.0,33.0,9.0,5.0,0.0
839,491.0,163.0,902.0,80.0,7.0,28.0,49.0,44.0,4.0,0.0
840,403.0,33.0,151.0,10.0,6.0,12.0,14.0,7.0,1.0,1.0
841,538.0,66.0,1726.0,4.0,4.0,17.0,10.0,16.0,0.0,0.0
842,307.0,120.0,698.0,16.0,4.0,35.0,71.0,32.0,5.0,1.0
843,121.0,178.0,1880.0,20.0,5.0,61.0,53.0,48.0,4.0,1.0
844,176.0,285.0,953.0,26.0,8.0,54.0,208.0,84.0,0.0,0.0
845,199.0,224.0,1628.0,166.0,6.0,115.0,41.0,92.0,2.0,1.0
846,488.0,49.0,2069.0,6.0,6.0,25.0,2.0,19.0,1.0,1.0
847,367.0,188.0,27.0,91.0,6.0,65.0,55.0,47.0,1.0,1.0
848,491.0,42.0,1345.0,31.0,2.0,23.0,23.0,17.0,2.0,0.0
849,363.0,42.0,1231.0,27.0,6.0,13.0,20.0,14.0,1.0,0.0
850,196.0,54.0,1242.0,11.0,6.0,13.0,15.0,16.0,2.0,0.0
851,503.0,67.0,498.0,35.0,6.0,21.0,49.0,17.0,2.0,1.0
852,161.0,155.0,345.0,46.0,5.0,66.0,76.0,65.0,4.0,1.0
853,164.0,222.0,1828.0,96.0,6.0,45.0,124.0,73.0,1.0,1.0
854,518.0,105.0,1939.0,40.0,5.0,71.0,31.0,46.0,4.0,0.0
855,456.0,29.0,1620.0,4.0,1.0,14.0,21.0,13.0,3.0,0.0
856,457.0,39.0,1682.0,22.0,1.0,15.0,29.0,10.0,0.0,1.0
857,137.0,238.0,1890.0,96.0,2.0,52.0,142.0,63.0,5.0,1.0
858,144.0,236.0,305.0,61.0,4.0,89.0,72.0,79.0,3.0,0.0
859,177.0,123.0,1084.0,9.0,8.0,61.0,94.0,41.0,3.0,0.0
860,474.0,255.0,952.0,110.0,6.0,113.0,140.0,83.0,5.0,1.0
861,579.0,145.0,640.0,82.0,5.0,52.0,87.0,47.0,1.0,0.0
862,486.0,71.0,317.0,37.0,6.0,11.0,37.0,18.0,5.0,1.0
863,80.0,147.0,278.0,1.0,3.0,49.0,48.0,41.0,4.0,1.0
864,209.0,182.0,921.0,84.0,1.0,61.0,11.0,45.0,0.0,0.0
865,78.0,165.0,188.0,38.0,2.0,59.0,97.0,40.0,4.0,0.0
866,447.0,194.0,1730.0,44.0,5.0,95.0,161.0,64.0,1.0,0.0
867,469.0,67.0,196.0,6.0,4.0,27.0,73.0,28.0,0.0,0.0
868,37.0,60.0,934.0,49.0,4.0,27.0,4.0,30.0,2.0,0.0
869,227.0,309.0,1865.0,85.0,9.0,64.0,125.0,77.0,4.0,0.0
870,12.0,288.0,862.0,28.0,1.0,49.0,91.0,85.0,3.0,1.0
871,208.0,41.0,1429.0,7.0,2.0,15.0,11.0,9.0,4.0,1.0
872,262.0,138.0,872.0,42.0,7.0,37.0,83.0,56.0,0.0,1.0
873,383.0,103.0,906.0,49.0,7.0,18.0,79.0,30.0,4.0,0.0
874,23.0,82.0,354.0,10.0,2.0,41.0,113.0,38.0,2.0,1.0
875,244.0,162.0,694.0,8.0,1.0,76.0,54.0,63.0,3.0,0.0
876,226.0,262.0,1957.0,124.0,3.0,60.0,172.0,88.0,3.0,0.0
877,259.0,120.0,1396.0,5.0,3.0,63.0,25.0,42.0,5.0,1.0
878,352.0,134.0,1537.0,4.0,7.0,53.0,49.0,36.0,3.0,1.0
879,390.0,104.0,669.0,19.0,5.0,29.0,159.0,51.0,4.0,1.0
880,440.0,102.0,1205.0,59.0,4.0,16.0,56.0,29.0,2.0,0.0
881,313.0,101.0,1631.0,50.0,8.0,16.0,14.0,29.0,0.0,0.0
882,269.0,279.0,1718.0,103.0,8.0,138.0,63.0,93.0,0.0,0.0
883,89.0,46.0,1514.0,11.0,7.0,20.0,19.0,13.0,4.0,0.0
884,404.0,312.0,519.0,9.0,2.0,56.0,171.0,83.0,2.0,1.0
885,300.0,145.0,252.0,105.0,2.0,54.0,162.0,61.0,5.0,0.0
886,110.0,51.0,1649.0,15.0,2.0,26.0,49.0,25.0,1.0,1.0
887,309.0,46.0,672.0,10.0,2.0,9.0,35.0,13.0,5.0,1.0
888,478.0,173.0,1737.0,102.0,1.0,77.0,21.0,51.0,0.0,1.0
889,193.0,293.0,1131.0,63.0,7.0,74.0,240.0,94.0,2.0,1.0
890,493.0,279.0,1325.0,118.0,5.0,97.0,240.0,89.0,4.0,1.0
891,285.0,316.0,885.0,4.0,8.0,140.0,96.0,96.0,4.0,0.0
892,435.0,332.0,459.0,20.0,0.0,67.0,26.0,94.0,3.0,1.0
893,418.0,266.0,2067.0,131.0,2.0,74.0,45.0,76.0,5.0,0.0
894,123.0,53.0,575.0,3.0,7.0,12.0,5.0,19.0,2.0,1.0
895,78.0,302.0,248.0,23.0,2.0,46.0,213.0,81.0,4.0,0.0
896,447.0,165.0,300.0,27.0,5.0,59.0,18.0,47.0,1.0,1.0
897,469.0,214.0,1826.0,85.0,6.0,96.0,55.0,68.0,3.0,0.0
898,101.0,253.0,491.0,67.0,4.0,115.0,235.0,96.0,3.0,0.0
899,230.0,140.0,688.0,104.0,6.0,61.0,138.0,69.0,4.0,0.0
900,6.0,76.0,742.0,24.0,5.0,33.0,21.0,24.0,1.0,0.0
901,62.0,118.0,2008.0,51.0,9.0,30.0,42.0,36.0,3.0,0.0
902,515.0,38.0,1624.0,11.0,5.0,21.0,47.0,17.0,3.0,0.0
903,512.0,11.0,1680.0,0.0,8.0,6.0,0.0,2.0,4.0,0.0
904,371.0,105.0,376.0,17.0,4.0,15.0,52.0,29.0,5.0,0.0
905,417.0,263.0,922.0,98.0,2.0,79.0,166.0,69.0,2.0,0.0
906,554.0,169.0,1019.0,88.0,3.0,100.0,48.0,81.0,3.0,0.0
907,219.0,284.0,1717.0,16.0,2.0,110.0,112.0,91.0,1.0,0.0
908,473.0,140.0,1303.0,76.0,8.0,49.0,110.0,37.0,3.0,1.0
909,58.0,138.0,542.0,51.0,9.0,78.0,69.0,64.0,0.0,0.0
910,299.0,297.0,770.0,127.0,3.0,59.0,137.0,86.0,3.0,1.0
911,261.0,64.0,961.0,34.0,7.0,13.0,46.0,23.0,0.0,1.0
912,26.0,195.0,1435.0,15.0,9.0,85.0,79.0,57.0,2.0,0.0
913,81.0,176.0,1765.0,123.0,2.0,47.0,135.0,72.0,4.0,0.0
914,575.0,215.0,1799.0,0.0,8.0,47.0,71.0,69.0,5.0,1.0
915,347.0,236.0,1302.0,93.0,7.0,51.0,128.0,61.0,3.0,1.0
916,346.0,158.0,1554.0,129.0,1.0,43.0,215.0,72.0,1.0,0.0
917,239.0,159.0,1095.0,31.0,2.0,37.0,36.0,39.0,2.0,0.0
918,408.0,124.0,1189.0,1.0,7.0,72.0,118.0,50.0,5.0,1.0
919,584.0,88.0,1778.0,53.0,0.0,59.0,68.0,40.0,4.0,1.0
920,73.0,75.0,279.0,69.0,6.0,30.0,99.0,34.0,0.0,0.0
921,354.0,143.0,299.0,84.0,0.0,66.0,184.0,60.0,3.0,1.0
922,475.0,267.0,1903.0,29.0,5.0,95.0,234.0,89.0,0.0,0.0
923,518.0,51.0,1585.0,33.0,5.0,16.0,50.0,20.0,5.0,0.0
924,83.0,335.0,128.0,163.0,3.0,60.0,149.0,86.0,3.0,1.0
925,238.0,93.0,1892.0,72.0,4.0,53.0,53.0,45.0,3.0,0.0
926,145.0,90.0,157.0,67.0,4.0,41.0,22.0,41.0,5.0,1.0
927,473.0,108.0,1339.0,53.0,7.0,48.0,69.0,39.0,0.0,1.0
928,222.0,37.0,928.0,12.0,8.0,20.0,4.0,14.0,5.0,0.0
929,356.0,232.0,1313.0,94.0,1.0,80.0,152.0,95.0,1.0,1.0
930,1.0,106.0,918.0,23.0,7.0,34.0,79.0,35.0,3.0,0.0
931,176.0,190.0,83.0,95.0,3.0,42.0,144.0,50.0,1.0,1.0
932,301.0,82.0,1053.0,0.0,8.0,25.0,74.0,33.0,3.0,0.0
933,492.0,200.0,794.0,37.0,1.0,48.0,4.0,57.0,0.0,0.0
934,452.0,30.0,2046.0,12.0,1.0,7.0,4.0,13.0,2.0,0.0
935,329.0,264.0,1591.0,0.0,6.0,52.0,54.0,88.0,3.0,0.0
936,451.0,188.0,1286.0,150.0,6.0,73.0,149.0,74.0,3.0,0.0
937,100.0,174.0,1118.0,37.0,2.0,100.0,127.0,76.0,3.0,0.0
938,356.0,200.0,539.0,102.0,1.0,78.0,132.0,80.0,0.0,0.0
939,279.0,43.0,2042.0,13.0,5.0,11.0,31.0,17.0,2.0,0.0
940,382.0,144.0,1640.0,101.0,4.0,39.0,24.0,56.0,4.0,0.0
941,251.0,175.0,1740.0,54.0,8.0,31.0,84.0,50.0,0.0,0.0
942,256.0,169.0,1793.0,66.0,1.0,22.0,105.0,41.0,1.0,1.0
943,141.0,291.0,528.0,35.0,1.0,130.0,223.0,94.0,5.0,1.0
944,253.0,268.0,1265.0,81.0,7.0,86.0,37.0,76.0,3.0,1.0
945,307.0,37.0,815.0,27.0,4.0,14.0,23.0,14.0,1.0,0.0
946,216.0,334.0,1845.0,26.0,9.0,53.0,240.0,94.0,3.0,0.0
947,232.0,84.0,722.0,40.0,9.0,26.0,11.0,20.0,1.0,1.0
948,430.0,253.0,2037.0,19.0,2.0,92.0,110.0,64.0,2.0,1.0
949,253.0,288.0,2087.0,139.0,4.0,99.0,169.0,86.0,5.0,0.0
950,417.0,216.0,570.0,101.0,5.0,53.0,155.0,62.0,0.0,1.0
951,545.0,59.0,251.0,37.0,5.0,11.0,50.0,22.0,2.0,0.0
952,481.0,170.0,700.0,14.0,6.0,39.0,168.0,64.0,4.0,0.0
953,304.0,173.0,822.0,33.0,2.0,32.0,161.0,61.0,4.0,0.0
954,188.0,74.0,1279.0,4.0,3.0,13.0,44.0,19.0,4.0,1.0
955,205.0,3.0,842.0,1.0,0.0,2.0,6.0,0.0,1.0,1.0
956,419.0,304.0,137.0,7.0,5.0,114.0,18.0,86.0,0.0,0.0
957,0.0,8.0,54.0,5.0,0.0,4.0,2.0,1.0,5.0,0.0
958,226.0,218.0,1982.0,25.0,2.0,108.0,120.0,76.0,2.0,1.0
959,331.0,216.0,1077.0,114.0,5.0,38.0,1.0,70.0,2.0,1.0
960,122.0,268.0,1012.0,49.0,4.0,45.0,115.0,80.0,2.0,0.0
961,320.0,346.0,1255.0,41.0,5.0,112.0,240.0,96.0,1.0,1.0
962,168.0,166.0,1621.0,40.0,6.0,64.0,216.0,75.0,0.0,1.0
963,549.0,131.0,1178.0,97.0,2.0,60.0,150.0,54.0,3.0,0.0
964,280.0,103.0,414.0,52.0,3.0,45.0,38.0,46.0,2.0,0.0
965,97.0,231.0,1349.0,34.0,2.0,107.0,40.0,75.0,4.0,1.0
966,459.0,196.0,1827.0,24.0,5.0,31.0,20.0,61.0,3.0,1.0
967,410.0,140.0,1915.0,5.0,5.0,84.0,47.0,69.0,1.0,0.0
968,105.0,189.0,1443.0,50.0,5.0,90.0,101.0,67.0,5.0,0.0
969,206.0,85.0,1969.0,65.0,2.0,27.0,73.0,41.0,2.0,0.0
970,65.0,182.0,270.0,0.0,4.0,103.0,62.0,87.0,3.0,1.0
971,130.0,296.0,1124.0,168.0,5.0,69.0,194.0,95.0,5.0,1.0
972,228.0,132.0,667.0,57.0,4.0,31.0,32.0,33.0,5.0,1.0
973,348.0,33.0,584.0,19.0,4.0,11.0,33.0,11.0,4.0,0.0
974,346.0,130.0,1970.0,0.0,2.0,26.0,97.0,36.0,0.0,0.0
975,69.0,331.0,750.0,71.0,6.0,62.0,235.0,97.0,1.0,1.0
976,166.0,138.0,1511.0,114.0,0.0,60.0,109.0,64.0,2.0,0.0
977,309.0,135.0,1770.0,8.0,8.0,24.0,97.0,41.0,5.0,1.0
978,23.0,211.0,618.0,155.0,4.0,113.0,52.0,92.0,3.0,1.0
979,241.0,338.0,85.0,44.0,7.0,48.0,183.0,92.0,3.0,0.0
