loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
2021,4, Graduate, Yes,5300000,10700000,12,547,1000000,10200000,11600000,5700000, Rejected
303,4, Graduate, Yes,2000000,6700000,12,633,100000,800000,4800000,2000000, Approved
3365,1, Graduate, Yes,5200000,16300000,6,524,11000000,3400000,20700000,4600000, Rejected
3788,3, Graduate, Yes,8300000,22700000,2,650,3600000,16000000,18000000,5800000, Approved
38,5, Graduate, Yes,8000000,27200000,6,348,6400000,300000,16700000,7100000, Rejected
4219,3, Graduate, Yes,7700000,21800000,18,684,100000,600000,15600000,5500000, Approved
3592,3, Not Graduate, Yes,700000,2000000,18,544,800000,1300000,1500000,400000, Rejected
2147,3, Not Graduate, No,7400000,23400000,16,700,19300000,3000000,20700000,8900000, Approved
3011,2, Graduate, No,1900000,5200000,6,896,4300000,100000,6200000,2400000, Approved
412,1, Graduate, Yes,3500000,7200000,2,865,4100000,3200000,11900000,4200000, Approved
4060,1, Not Graduate, No,4900000,12500000,2,636,14200000,6400000,13900000,5000000, Approved
666,3, Not Graduate, No,5900000,22400000,6,375,6500000,10500000,18100000,4800000, Rejected
1935,2, Graduate, Yes,5000000,15900000,16,699,8800000,5900000,18100000,7200000, Approved
599,0, Graduate, No,3400000,9400000,6,703,600000,6000000,8600000,2600000, Approved
3517,1, Graduate, Yes,6900000,22300000,16,673,17400000,100000,21300000,9000000, Approved
869,2, Graduate, Yes,6300000,19500000,18,428,15900000,7200000,19900000,6500000, Rejected
2715,0, Not Graduate, Yes,8600000,32600000,8,778,21500000,14100000,33600000,11000000, Approved
460,2, Graduate, No,3200000,12500000,10,457,6100000,2000000,8200000,4300000, Rejected
522,3, Not Graduate, No,8300000,24100000,14,823,5900000,700000,24000000,7700000, Approved
3552,3, Not Graduate, Yes,7600000,26400000,14,867,9200000,700000,27900000,7400000, Approved
163,3, Not Graduate, No,9700000,20600000,16,524,24200000,11100000,27400000,6100000, Rejected
1539,2, Graduate, No,4400000,9800000,18,712,5400000,200000,8800000,6400000, Approved
2884,2, Not Graduate, Yes,2100000,4600000,4,348,5400000,0,7400000,1400000, Rejected
1628,4, Graduate, Yes,700000,1800000,20,626,500000,600000,1400000,300000, Approved
287,5, Graduate, Yes,3000000,11800000,10,672,8700000,3600000,9800000,4100000, Approved
1502,1, Graduate, Yes,8600000,19600000,16,498,14800000,3000000,21000000,5300000, Rejected
1430,5, Not Graduate, No,6600000,25800000,10,670,4600000,7200000,20600000,8500000, Approved
242,3, Not Graduate, Yes,7000000,16200000,6,378,20000000,12600000,20300000,5500000, Rejected
1803,5, Not Graduate, No,6000000,24000000,20,639,300000,7300000,15100000,6600000, Approved
1163,1, Graduate, Yes,1900000,4200000,4,620,4700000,2800000,7500000,900000, Approved
454,0, Graduate, No,6800000,27000000,4,429,17100000,7600000,21400000,9400000, Approved
1822,4, Graduate, Yes,1500000,3300000,16,382,200000,2400000,3200000,1100000, Rejected
141,2, Not Graduate, Yes,2500000,9400000,10,727,6600000,4100000,9500000,3300000, Approved
1629,5, Not Graduate, No,4200000,13400000,16,545,9800000,8200000,12500000,3500000, Rejected
675,0, Not Graduate, No,200000,300000,6,472,400000,100000,700000,0, Rejected
1070,2, Graduate, Yes,8500000,31800000,6,714,17000000,900000,26600000,5600000, Approved
1237,0, Graduate, No,300000,500000,18,702,300000,400000,1200000,100000, Approved
1152,1, Graduate, No,7200000,21000000,14,421,3500000,11600000,21800000,4600000, Rejected
543,0, Not Graduate, No,3600000,7800000,14,376,9800000,6900000,11900000,3000000, Rejected
259,0, Graduate, No,9800000,38800000,8,652,23200000,19000000,29700000,5400000, Approved
1485,0, Not Graduate, Yes,5400000,10900000,20,366,3700000,500000,21000000,4800000, Rejected
56,5, Not Graduate, No,6700000,24500000,12,818,1200000,5600000,16300000,6200000, Approved
423,5, Graduate, No,5600000,18400000,8,386,11300000,6700000,11300000,5600000, Rejected
2201,2, Not Graduate, Yes,3800000,11400000,16,666,9000000,2400000,8000000,3800000, Approved
2636,1, Not Graduate, Yes,3500000,7400000,16,867,500000,6600000,9500000,2100000, Approved
415,0, Graduate, Yes,800000,2100000,6,760,300000,100000,1600000,600000, Approved
1647,0, Not Graduate, No,5900000,20300000,4,806,300000,3700000,16400000,4800000, Approved
2808,2, Not Graduate, Yes,1600000,6400000,4,787,1000000,300000,5500000,1100000, Approved
955,0, Not Graduate, No,2200000,8600000,4,563,900000,1000000,4400000,2800000, Approved
2981,3, Graduate, No,2100000,8200000,6,754,900000,2900000,4900000,1000000, Approved
2001,3, Not Graduate, Yes,7000000,15400000,20,315,19900000,7600000,16400000,5900000, Rejected
3384,5, Graduate, Yes,2400000,6800000,8,464,1900000,1300000,9500000,1900000, Rejected
1252,5, Not Graduate, No,2600000,9100000,4,309,6400000,1400000,5900000,3400000, Approved
3228,0, Not Graduate, No,2500000,7100000,10,590,4000000,800000,6100000,2600000, Approved
2026,0, Graduate, No,9800000,34800000,14,497,3000000,2200000,23800000,9600000, Rejected
1182,2, Not Graduate, Yes,7300000,28500000,10,799,21500000,3100000,15800000,4300000, Approved
2570,5, Not Graduate, No,5000000,10800000,10,345,12300000,5000000,14100000,6300000, Rejected
986,1, Not Graduate, Yes,4300000,14100000,12,525,2100000,1100000,14100000,5500000, Rejected
4205,2, Graduate, No,1100000,2500000,20,615,2800000,1700000,2300000,1300000, Approved
107,4, Not Graduate, Yes,9000000,18100000,12,764,600000,16500000,20800000,11600000, Approved
3771,4, Graduate, No,8100000,28100000,12,672,5600000,9200000,17200000,9500000, Approved
164,2, Not Graduate, Yes,2000000,5300000,10,681,4900000,1400000,4300000,2900000, Approved
2441,4, Graduate, No,7600000,29800000,20,361,13800000,5800000,15300000,5900000, Rejected
2473,1, Graduate, No,4900000,18100000,8,382,13600000,400000,15500000,2400000, Rejected
2883,5, Not Graduate, Yes,7000000,24000000,14,450,10300000,5700000,21100000,4700000, Rejected
2831,0, Graduate, No,8500000,21000000,6,665,3600000,9600000,27500000,11300000, Approved
1527,0, Graduate, Yes,400000,1200000,14,889,1100000,200000,700000,200000, Approved
803,0, Graduate, No,1800000,5400000,16,555,3900000,2900000,5100000,1700000, Approved
1506,3, Not Graduate, Yes,5300000,19600000,2,433,14700000,9900000,10800000,3000000, Approved
3851,5, Not Graduate, Yes,2500000,9400000,16,735,0,2200000,9500000,1700000, Approved
291,5, Not Graduate, Yes,4300000,9300000,10,450,2100000,6700000,10000000,4100000, Rejected
4180,2, Not Graduate, No,1900000,4600000,12,587,3000000,1300000,4800000,1100000, Approved
136,3, Graduate, No,1600000,5500000,12,425,600000,800000,5400000,900000, Rejected
1646,0, Not Graduate, No,6200000,12900000,10,695,1900000,3700000,22200000,4200000, Approved
1557,5, Not Graduate, Yes,5600000,20500000,8,873,5500000,9500000,19400000,7800000, Approved
281,1, Graduate, Yes,900000,3600000,14,713,1300000,1000000,1800000,1200000, Approved
600,1, Not Graduate, Yes,4900000,16800000,12,758,1700000,2700000,11100000,5900000, Approved
1925,0, Graduate, Yes,5000000,19900000,6,748,8300000,8500000,11300000,3000000, Approved
807,0, Not Graduate, No,8500000,33900000,4,665,8500000,12800000,17900000,4500000, Approved
1809,1, Not Graduate, Yes,7800000,22200000,10,763,11200000,1400000,27000000,4900000, Approved
1077,4, Not Graduate, No,8800000,19100000,6,586,17600000,8800000,20600000,12400000, Approved
1262,3, Graduate, No,3900000,14100000,16,496,2500000,2200000,13700000,2900000, Rejected
4192,2, Graduate, Yes,9900000,37300000,8,385,600000,900000,27400000,14200000, Rejected
1029,0, Graduate, No,5800000,21100000,6,414,7900000,2400000,16000000,5600000, Rejected
3336,0, Graduate, Yes,4600000,12000000,12,493,4500000,700000,16200000,3600000, Rejected
2144,2, Graduate, No,6800000,22600000,20,393,2100000,2200000,20300000,8200000, Rejected
176,2, Graduate, No,1800000,5300000,6,826,4500000,700000,6500000,1300000, Approved
1743,1, Graduate, Yes,3300000,11700000,4,682,3500000,5500000,12300000,1600000, Approved
643,0, Not Graduate, No,9300000,20100000,10,743,4800000,1800000,21900000,13600000, Approved
2627,4, Graduate, Yes,2100000,7700000,8,493,4300000,400000,4400000,1300000, Rejected
224,4, Graduate, Yes,4600000,11000000,2,491,9000000,4000000,16100000,3500000, Rejected
79,2, Not Graduate, No,8500000,29400000,12,576,17600000,5600000,25200000,9000000, Approved
325,2, Not Graduate, No,5700000,16400000,12,708,3700000,800000,15000000,4400000, Approved
1542,4, Graduate, Yes,900000,2900000,6,560,1500000,900000,3100000,900000, Approved
463,0, Graduate, No,4400000,14700000,16,638,4000000,2700000,14400000,2700000, Approved
1932,3, Graduate, No,6300000,17000000,16,388,11700000,2100000,16100000,3200000, Rejected
3664,5, Graduate, Yes,4500000,17100000,2,639,10600000,7500000,12000000,6500000, Approved
1241,4, Graduate, Yes,2200000,7900000,18,848,5100000,1700000,8500000,1600000, Approved
2442,5, Not Graduate, No,6800000,20100000,14,839,1900000,600000,15600000,7500000, Approved
3795,4, Not Graduate, Yes,6900000,18300000,18,715,8200000,600000,15000000,7500000, Approved
3569,1, Not Graduate, Yes,2900000,9900000,18,783,1300000,100000,11000000,2600000, Approved
377,5, Graduate, Yes,7700000,16800000,20,584,8600000,4800000,23400000,8000000, Approved
1265,2, Not Graduate, No,2200000,8700000,18,729,3900000,3300000,7600000,1300000, Approved
492,3, Graduate, Yes,1000000,3500000,16,834,800000,1700000,3000000,700000, Approved
3123,4, Graduate, No,1900000,6100000,2,462,2100000,3300000,5400000,2500000, Approved
89,4, Graduate, Yes,2000000,8000000,6,837,5100000,2600000,3900000,2900000, Approved
3243,1, Graduate, No,2100000,4200000,12,379,2700000,2100000,8100000,2500000, Rejected
4187,3, Not Graduate, Yes,4000000,8600000,4,667,11500000,6300000,15300000,3500000, Approved
2935,3, Graduate, Yes,6900000,19000000,14,348,4200000,3700000,19400000,4900000, Rejected
1074,1, Graduate, No,2700000,10000000,2,584,6500000,2700000,7700000,3400000, Approved
449,4, Graduate, No,4700000,15700000,4,868,3300000,2500000,13800000,4800000, Approved
3704,1, Not Graduate, Yes,8400000,30900000,8,378,18600000,1000000,25900000,11100000, Rejected
3379,3, Not Graduate, No,3800000,11400000,4,323,5800000,4000000,9600000,4400000, Approved
4243,5, Not Graduate, Yes,8200000,27100000,4,643,15400000,7700000,21300000,4100000, Approved
2106,0, Not Graduate, No,5600000,19300000,18,544,6400000,2800000,19900000,6400000, Rejected
1203,0, Not Graduate, No,6600000,20300000,6,549,10800000,900000,23100000,9800000, Rejected
1671,4, Not Graduate, Yes,1600000,4400000,20,382,1700000,300000,5200000,1900000, Rejected
3716,2, Not Graduate, Yes,8300000,17600000,2,355,1000000,700000,28400000,6800000, Rejected
2068,2, Not Graduate, No,7200000,17000000,10,856,18100000,12700000,15800000,6000000, Approved
1754,3, Not Graduate, No,5500000,16200000,18,778,4700000,10700000,15300000,6100000, Approved
2633,0, Graduate, Yes,9000000,33100000,20,734,2800000,5900000,25300000,10300000, Approved
1843,0, Not Graduate, No,2100000,5900000,14,402,4400000,0,4800000,1000000, Rejected
677,5, Not Graduate, Yes,4600000,12800000,14,769,13100000,8600000,12100000,3500000, Approved
2745,1, Graduate, No,9100000,34000000,12,672,8600000,1600000,32700000,8800000, Approved
2460,2, Not Graduate, Yes,3700000,13900000,2,405,5900000,3200000,9100000,5500000, Approved
2352,1, Graduate, No,9100000,26200000,8,727,20800000,7100000,27800000,8900000, Approved
3829,0, Not Graduate, Yes,2600000,7600000,18,470,700000,700000,5500000,2900000, Rejected
527,0, Not Graduate, No,2400000,5000000,14,580,5900000,4400000,5500000,3200000, Approved
722,3, Not Graduate, No,5600000,21000000,12,609,8800000,11000000,15800000,4900000, Approved
3620,4, Graduate, Yes,900000,2800000,2,660,1200000,1400000,2400000,900000, Approved
2878,0, Not Graduate, No,6000000,20600000,12,339,3400000,10700000,17200000,8200000, Rejected
1434,3, Not Graduate, No,6500000,16500000,4,551,5300000,800000,18500000,7600000, Approved
326,2, Not Graduate, Yes,2700000,5700000,8,850,3500000,5000000,10500000,3900000, Approved
1875,4, Not Graduate, No,7500000,21900000,2,585,6800000,12200000,27500000,8100000, Approved
3856,2, Graduate, Yes,8500000,25600000,16,714,11400000,14800000,17200000,5700000, Approved
3271,3, Not Graduate, Yes,1800000,6400000,20,436,1500000,2900000,4400000,1300000, Rejected
504,4, Not Graduate, No,2200000,7000000,20,756,3600000,3900000,5700000,1200000, Approved
4095,2, Graduate, No,3900000,13600000,10,373,11600000,1000000,8400000,3600000, Rejected
2027,4, Graduate, Yes,9800000,34100000,14,740,6500000,16900000,27100000,5100000, Approved
2657,3, Not Graduate, No,3300000,13100000,2,554,6000000,2500000,6700000,3800000, Approved
2194,0, Graduate, Yes,7800000,23300000,10,587,12500000,9300000,27500000,9700000, Approved
3671,2, Not Graduate, Yes,600000,1700000,2,495,1700000,200000,1200000,500000, Rejected
2936,2, Not Graduate, Yes,2300000,8100000,2,504,1800000,3100000,4600000,3100000, Approved
3054,2, Not Graduate, Yes,1900000,6700000,16,893,5600000,3600000,6300000,1600000, Approved
1745,4, Not Graduate, Yes,9300000,36700000,20,808,16500000,14700000,26500000,7100000, Approved
4082,2, Not Graduate, Yes,4400000,16800000,4,307,12800000,7200000,9700000,5800000, Approved
1411,2, Not Graduate, No,9500000,25400000,16,451,19000000,2900000,33800000,11400000, Rejected
1092,4, Not Graduate, Yes,600000,2100000,6,558,1300000,1000000,2200000,300000, Approved
3005,0, Graduate, Yes,5300000,20200000,2,861,500000,800000,16500000,6200000, Approved
3175,5, Not Graduate, No,7600000,17500000,6,510,9100000,3500000,15700000,9800000, Rejected
2293,1, Not Graduate, No,7200000,15000000,10,677,10600000,3900000,24500000,4100000, Approved
3337,2, Graduate, Yes,9400000,22700000,14,505,4000000,16900000,24700000,11500000, Rejected
4069,4, Not Graduate, No,6200000,21900000,12,462,9400000,2000000,16600000,8300000, Rejected
2889,0, Graduate, No,6800000,21200000,14,300,0,8700000,16500000,10000000, Rejected
579,5, Graduate, No,6800000,20500000,10,578,500000,11800000,27200000,3400000, Approved
3254,4, Graduate, Yes,300000,900000,4,797,300000,400000,600000,400000, Approved
3685,4, Graduate, No,1300000,4600000,10,312,1800000,600000,3100000,800000, Rejected
241,2, Graduate, No,9600000,22500000,18,851,7400000,16200000,24300000,12700000, Approved
2807,5, Graduate, Yes,6500000,18300000,4,333,8100000,400000,21700000,7000000, Rejected
3952,5, Not Graduate, No,2800000,8200000,14,615,7400000,3300000,6700000,2700000, Approved
3651,1, Not Graduate, No,5700000,21800000,18,657,14100000,3200000,21800000,3200000, Approved
3364,4, Not Graduate, No,3900000,10800000,20,433,4700000,1600000,14500000,2300000, Rejected
275,3, Graduate, Yes,1700000,4900000,16,591,4700000,1000000,4300000,1400000, Approved
2393,5, Graduate, Yes,2300000,6700000,16,612,6700000,3300000,8800000,2000000, Approved
2104,5, Graduate, Yes,4100000,10100000,4,792,4400000,6100000,8600000,4900000, Approved
206,3, Not Graduate, No,2900000,6500000,18,827,8300000,600000,10400000,3200000, Approved
908,5, Graduate, No,3400000,13100000,20,527,900000,4500000,8600000,4000000, Rejected
166,0, Not Graduate, No,5700000,15900000,16,638,100000,9500000,16300000,4500000, Approved
1211,4, Not Graduate, Yes,4200000,11500000,6,551,10600000,7600000,11300000,5000000, Approved
693,1, Not Graduate, No,7200000,24700000,6,596,8800000,1400000,21700000,5800000, Approved
68,0, Not Graduate, Yes,2700000,10100000,20,693,200000,1700000,5900000,1400000, Rejected
1611,5, Graduate, No,2100000,5500000,20,705,5400000,1400000,4600000,1200000, Approved
2445,5, Not Graduate, Yes,5800000,12400000,6,847,5100000,9000000,14100000,7600000, Approved
84,3, Graduate, No,3600000,8600000,20,613,9400000,300000,10300000,3300000, Approved
58,5, Graduate, Yes,9300000,30500000,18,841,19300000,10300000,34600000,8700000, Approved
4119,2, Graduate, No,2200000,8300000,6,596,4700000,3000000,8500000,1800000, Approved
1350,0, Not Graduate, No,1700000,5700000,12,422,3400000,1100000,6500000,900000, Rejected
1022,2, Not Graduate, Yes,7600000,23600000,6,358,20200000,2900000,22100000,10900000, Rejected
2718,0, Not Graduate, No,9000000,28400000,4,612,0,7200000,26900000,13200000, Approved
1753,5, Not Graduate, Yes,5400000,18800000,20,326,9700000,10100000,14800000,3200000, Rejected
3126,0, Graduate, Yes,3300000,9700000,14,356,9800000,4800000,9400000,1900000, Rejected
3667,1, Not Graduate, Yes,3800000,11100000,6,760,2100000,1800000,8700000,5700000, Approved
1858,1, Graduate, No,2900000,11100000,20,478,4200000,2900000,8500000,3000000, Rejected
2988,2, Graduate, No,1800000,5300000,2,679,1000000,1400000,5800000,900000, Approved
3248,3, Graduate, Yes,1000000,2500000,6,808,2900000,600000,2000000,500000, Approved
742,1, Not Graduate, No,6900000,14400000,10,828,4600000,13000000,26700000,9000000, Approved
2226,5, Not Graduate, Yes,7000000,26900000,4,889,1400000,4200000,22400000,7400000, Approved
3549,2, Not Graduate, No,9900000,19900000,6,312,21400000,2200000,31400000,11000000, Rejected
3598,5, Not Graduate, Yes,4000000,15500000,12,517,0,600000,12100000,3500000, Rejected
2652,2, Graduate, No,3800000,9400000,16,383,8300000,500000,9200000,2300000, Rejected
581,4, Graduate, Yes,8900000,26300000,10,369,23900000,7000000,27400000,12100000, Rejected
3946,4, Not Graduate, Yes,7900000,27300000,10,560,23100000,14400000,28500000,10900000, Approved
963,4, Not Graduate, No,5500000,12300000,6,742,12900000,2700000,19800000,4300000, Approved
2354,4, Graduate, No,2000000,4300000,8,373,2000000,2700000,7700000,2200000, Rejected
1513,0, Not Graduate, No,9600000,38200000,8,421,1600000,14100000,33600000,13800000, Rejected
1635,0, Graduate, Yes,9800000,38700000,2,611,6600000,10400000,33000000,6000000, Approved
1871,3, Not Graduate, Yes,8300000,20900000,4,615,4400000,200000,19000000,9600000, Approved
2519,1, Not Graduate, Yes,5700000,20100000,14,442,11700000,7300000,17900000,6500000, Rejected
1966,0, Not Graduate, No,9900000,22300000,20,613,28400000,8900000,23600000,4900000, Approved
2572,3, Not Graduate, No,8100000,22300000,10,686,20400000,8700000,19200000,6200000, Approved
3801,3, Not Graduate, No,4600000,17900000,8,396,10700000,4000000,12300000,2600000, Rejected
1696,0, Graduate, Yes,7900000,23500000,20,750,16800000,15300000,21200000,4000000, Approved
1894,2, Graduate, No,5600000,17200000,16,586,13700000,2100000,14300000,4300000, Approved
1831,5, Graduate, No,2700000,7600000,8,746,900000,2200000,7200000,3400000, Approved
360,0, Not Graduate, No,2900000,9500000,18,885,4300000,2300000,6500000,3500000, Approved
3959,4, Not Graduate, Yes,7300000,22900000,12,848,6300000,2900000,28500000,4100000, Approved
4021,4, Not Graduate, Yes,1300000,3400000,2,763,3800000,200000,5100000,1400000, Approved
368,1, Not Graduate, Yes,9400000,29800000,10,377,24100000,18500000,30900000,11700000, Rejected
3862,1, Not Graduate, Yes,5400000,13600000,4,821,11600000,8700000,19900000,5600000, Approved
2477,2, Graduate, Yes,8700000,26400000,2,778,8500000,2400000,28800000,10300000, Approved
2132,5, Graduate, No,500000,1200000,12,454,1400000,500000,1000000,300000, Rejected
2838,2, Graduate, Yes,5300000,14900000,6,504,10600000,2100000,17000000,3200000, Rejected
2554,5, Graduate, No,7000000,18400000,12,520,4700000,11900000,17000000,3800000, Rejected
817,4, Graduate, Yes,7200000,23100000,14,644,13300000,3500000,18300000,4200000, Approved
3706,2, Not Graduate, Yes,2800000,7000000,2,834,500000,2900000,8100000,1300000, Approved
3,3, Graduate, No,9100000,29700000,20,506,7100000,4500000,33300000,12800000, Rejected
1926,0, Graduate, No,7900000,28600000,18,541,400000,3900000,22300000,6700000, Rejected
934,2, Not Graduate, Yes,6200000,21600000,20,679,18600000,2500000,24500000,9100000, Approved
1986,5, Graduate, Yes,7300000,19600000,10,373,10400000,4700000,19500000,10600000, Rejected
748,0, Not Graduate, No,3000000,7000000,12,409,6400000,4900000,8000000,3500000, Rejected
3457,1, Not Graduate, No,8000000,30900000,2,315,23500000,1200000,19500000,7300000, Approved
532,4, Not Graduate, Yes,300000,1000000,20,655,0,100000,1100000,400000, Approved
1938,2, Graduate, No,1700000,3700000,20,558,4100000,1400000,5000000,2500000, Approved
2249,5, Graduate, Yes,6200000,12800000,2,539,5600000,9800000,22300000,4800000, Rejected
392,5, Graduate, Yes,2400000,8700000,18,877,2800000,2900000,7100000,1100000, Approved
4218,5, Not Graduate, Yes,400000,1400000,4,483,1100000,700000,800000,100000, Approved
1939,4, Graduate, Yes,1200000,4800000,2,752,2800000,900000,3000000,600000, Approved
573,2, Not Graduate, Yes,1300000,2700000,8,627,100000,300000,2600000,1300000, Approved
1045,3, Graduate, Yes,2400000,4800000,12,895,6800000,300000,7300000,3300000, Approved
2957,3, Not Graduate, No,3600000,9800000,12,654,600000,1300000,7500000,2200000, Approved
1731,4, Graduate, Yes,3800000,14000000,6,711,9500000,7300000,14500000,3100000, Approved
1304,2, Graduate, No,4500000,17200000,18,406,4100000,6300000,13800000,3300000, Rejected
2173,2, Graduate, No,600000,2100000,16,425,900000,500000,2300000,300000, Rejected
4177,4, Graduate, No,9600000,33000000,14,336,5800000,8500000,30100000,4900000, Rejected
3068,1, Not Graduate, No,2200000,5000000,2,755,1100000,2500000,6700000,3200000, Approved
3773,2, Not Graduate, Yes,7000000,21400000,12,541,3700000,1300000,19800000,9600000, Rejected
889,4, Not Graduate, Yes,9200000,26500000,6,662,1000000,400000,26900000,5300000, Approved
1253,5, Not Graduate, No,9500000,30700000,10,823,16300000,3700000,30300000,13100000, Approved
41,1, Graduate, No,7800000,18100000,2,712,8600000,11200000,21700000,9000000, Approved
3056,3, Not Graduate, Yes,300000,500000,6,386,800000,200000,1200000,100000, Rejected
939,4, Not Graduate, Yes,1400000,5100000,14,312,4000000,1000000,3200000,1400000, Rejected
849,1, Graduate, No,2600000,6600000,6,506,2300000,1900000,9600000,2100000, Rejected
1632,2, Graduate, Yes,7100000,18800000,12,838,1100000,5200000,16600000,4900000, Approved
1776,2, Graduate, No,8000000,31900000,16,806,19900000,1800000,23200000,5400000, Approved
1185,2, Not Graduate, No,8800000,19000000,14,637,13700000,13900000,27100000,6100000, Approved
4185,2, Graduate, No,1500000,3300000,4,763,300000,1200000,5400000,700000, Approved
3713,3, Not Graduate, Yes,5800000,16600000,10,444,13300000,5900000,15000000,8500000, Rejected
4174,0, Not Graduate, Yes,8800000,29800000,8,343,20000000,4900000,33300000,12200000, Rejected
3176,4, Graduate, No,8500000,17800000,4,698,6700000,4300000,28600000,8000000, Approved
2366,4, Not Graduate, No,8900000,34900000,14,694,15400000,2800000,20600000,9100000, Approved
1642,2, Not Graduate, No,9600000,31200000,12,578,9900000,2200000,26500000,13500000, Approved
1501,2, Not Graduate, No,5200000,14800000,12,659,11500000,5200000,18100000,4100000, Approved
3908,3, Graduate, Yes,1000000,2600000,6,341,2900000,1700000,3600000,1100000, Rejected
2038,2, Graduate, No,6900000,18200000,20,396,15600000,4300000,22900000,5400000, Rejected
2463,0, Not Graduate, Yes,8200000,31500000,8,403,11500000,8800000,19000000,6100000, Rejected
1529,5, Graduate, Yes,400000,800000,2,759,100000,500000,1300000,300000, Approved
3080,4, Not Graduate, No,7100000,19900000,14,852,4700000,3200000,19700000,7600000, Approved
4195,5, Not Graduate, Yes,2100000,4900000,12,651,2500000,2100000,6100000,1800000, Approved
4258,0, Graduate, No,9700000,27500000,18,343,13400000,16500000,20000000,8200000, Rejected
2921,1, Not Graduate, No,400000,1400000,4,302,200000,100000,1500000,500000, Approved
1616,1, Graduate, No,1200000,2800000,12,431,900000,400000,2900000,900000, Rejected
397,0, Graduate, No,600000,1700000,2,621,400000,400000,2000000,200000, Approved
52,2, Graduate, No,8700000,24700000,10,435,6800000,3500000,21800000,11300000, Rejected
1824,2, Graduate, Yes,6300000,24600000,8,464,7700000,2200000,13000000,6900000, Rejected
2294,3, Not Graduate, No,7800000,17700000,6,403,12600000,3700000,24700000,10000000, Rejected
695,3, Not Graduate, No,5700000,19400000,2,335,7400000,10600000,20600000,7100000, Approved
3463,0, Graduate, No,6500000,20200000,16,842,8300000,12200000,14300000,9600000, Approved
1561,5, Not Graduate, Yes,2500000,9600000,6,345,1900000,1900000,6800000,2600000, Rejected
3108,3, Graduate, Yes,9000000,19800000,20,348,8600000,9200000,25300000,6000000, Rejected
202,2, Not Graduate, Yes,3800000,8900000,16,389,200000,5600000,12200000,2200000, Rejected
4051,0, Not Graduate, No,9200000,24700000,14,438,4800000,16000000,20600000,10700000, Rejected
2321,1, Graduate, No,2100000,6300000,16,882,3900000,2200000,7700000,2900000, Approved
3212,4, Graduate, No,1200000,2600000,8,872,1600000,2100000,2700000,900000, Approved
1877,1, Graduate, No,7400000,15500000,2,693,3000000,12800000,21800000,9300000, Approved
1840,2, Not Graduate, No,5300000,13100000,14,417,4900000,6200000,18200000,6800000, Rejected
1959,4, Graduate, No,4200000,14600000,6,324,6300000,5900000,11700000,3000000, Rejected
2022,1, Not Graduate, No,5700000,19100000,12,649,9400000,10200000,16400000,4500000, Approved
3089,3, Not Graduate, No,5000000,13000000,10,459,2900000,3400000,18200000,7200000, Rejected
3745,4, Not Graduate, Yes,9200000,29100000,10,731,14500000,8300000,35800000,5000000, Approved
2300,2, Not Graduate, No,900000,2000000,14,337,1700000,0,2100000,600000, Rejected
1719,4, Not Graduate, Yes,7600000,20000000,18,691,5000000,8700000,23400000,11200000, Approved
2675,1, Not Graduate, Yes,2800000,6600000,18,801,4000000,4900000,7100000,3700000, Approved
3489,3, Graduate, Yes,6300000,23300000,4,347,18300000,12200000,21100000,8100000, Approved
3828,1, Graduate, Yes,9600000,35900000,8,534,24500000,17700000,31900000,5400000, Rejected
457,4, Graduate, Yes,5400000,21500000,14,555,4300000,1500000,14300000,7500000, Approved
3922,3, Graduate, Yes,9000000,33100000,16,456,23800000,7000000,26000000,7100000, Rejected
4197,2, Graduate, Yes,7800000,28900000,14,646,1800000,1800000,17700000,11000000, Approved
1977,0, Graduate, Yes,900000,3500000,6,331,2400000,1400000,3500000,1100000, Rejected
103,2, Not Graduate, Yes,4300000,12900000,20,618,11400000,3600000,11400000,2400000, Approved
1912,1, Graduate, No,7500000,16000000,10,541,16300000,4500000,22400000,5100000, Rejected
161,5, Not Graduate, No,3100000,9600000,2,761,5800000,1800000,10400000,4200000, Approved
3400,5, Not Graduate, Yes,5100000,13700000,14,527,12100000,8900000,19400000,4700000, Rejected
405,3, Graduate, No,500000,1000000,20,501,800000,800000,900000,200000, Rejected
3864,3, Graduate, No,4700000,9600000,10,545,5200000,7200000,12000000,5300000, Rejected
2093,2, Not Graduate, No,1500000,3800000,4,776,2800000,0,5300000,1400000, Approved
2279,3, Not Graduate, Yes,5800000,13600000,12,321,1700000,3300000,22300000,3400000, Rejected
2261,4, Not Graduate, No,8600000,22600000,14,729,300000,16200000,20500000,11900000, Approved
2166,4, Graduate, Yes,900000,2500000,4,583,1300000,800000,1800000,1100000, Approved
3190,1, Not Graduate, No,1400000,4400000,14,787,1600000,1200000,4200000,800000, Approved
129,2, Not Graduate, Yes,700000,2600000,12,429,1600000,1300000,2700000,800000, Rejected
2504,2, Not Graduate, No,5500000,19600000,16,328,2400000,4800000,10900000,3700000, Rejected
3865,5, Not Graduate, Yes,1100000,3900000,4,891,1100000,200000,3400000,900000, Approved
2450,5, Graduate, Yes,5200000,12700000,16,718,11700000,100000,18100000,7200000, Approved
399,2, Not Graduate, No,8400000,25900000,16,621,8600000,13400000,33500000,4200000, Approved
2343,4, Not Graduate, No,2000000,4800000,8,302,1500000,800000,4000000,2600000, Rejected
